ukbench00000.jpg,0
0,115
1,26
2,170
ukbench00001.jpg,0
0,101
1,3
2,224
ukbench00002.jpg,0
0,127
1,0
2,250
ukbench00003.jpg,0
0,7
1,0
2,130
ukbench00004.jpg,0
0,27
1,0
2,206
ukbench00005.jpg,0
0,22
1,15
2,170
ukbench00006.jpg,0
0,123
1,8
2,144
ukbench00007.jpg,0
0,94
1,7
2,235
ukbench00008.jpg,0
0,124
1,5
2,161
ukbench00009.jpg,0
0,22
1,3
2,241
ukbench00010.jpg,0
0,96
1,9
2,198
ukbench00011.jpg,0
0,70
1,9
2,216
ukbench00012.jpg,0
0,106
1,3
2,187
ukbench00013.jpg,0
0,85
1,8
2,203
ukbench00014.jpg,0
0,171
1,27
2,252
ukbench00015.jpg,0
0,5
1,0
2,141
ukbench00016.jpg,0
0,15
1,9
2,246
ukbench00017.jpg,0
0,88
1,8
2,236
ukbench00018.jpg,0
0,33
1,17
2,243
ukbench00019.jpg,0
0,36
1,3
2,221
ukbench00020.jpg,0
0,58
1,9
2,225
ukbench00021.jpg,0
0,59
1,10
2,198
ukbench00022.jpg,0
0,72
1,2
2,206
ukbench00023.jpg,0
0,16
1,29
2,214
ukbench00024.jpg,0
0,83
1,1
2,240
ukbench00025.jpg,0
0,143
1,10
2,187
ukbench00026.jpg,0
0,85
1,3
2,188
ukbench00027.jpg,0
0,58
1,9
2,215
ukbench00028.jpg,0
0,23
1,1
2,249
ukbench00029.jpg,0
0,93
1,0
2,204
ukbench00030.jpg,0
0,79
1,5
2,173
ukbench00031.jpg,0
0,93
1,10
2,185
ukbench00032.jpg,0
0,13
1,5
2,227
ukbench00033.jpg,0
0,19
1,11
2,194
ukbench00034.jpg,0
0,118
1,5
2,175
ukbench00035.jpg,0
0,11
1,1
2,228
ukbench00036.jpg,0
0,144
1,1
2,247
ukbench00037.jpg,0
0,118
1,0
2,248
ukbench00038.jpg,0
0,160
1,17
2,254
ukbench00039.jpg,0
0,98
1,4
2,155
ukbench00040.jpg,0
0,131
1,8
2,132
ukbench00041.jpg,0
0,23
1,3
2,236
ukbench00042.jpg,0
0,36
1,0
2,250
ukbench00043.jpg,0
0,41
1,7
2,209
ukbench00044.jpg,0
0,38
1,6
2,231
ukbench00045.jpg,0
0,77
1,1
2,212
ukbench00046.jpg,0
0,30
1,5
2,193
ukbench00047.jpg,0
0,19
1,9
2,217
ukbench00048.jpg,0
0,156
1,20
2,253
ukbench00049.jpg,0
0,107
1,0
2,251
ukbench00050.jpg,0
0,110
1,2
2,169
ukbench00051.jpg,0
0,75
1,6
2,243
ukbench00052.jpg,0
0,93
1,13
2,245
ukbench00053.jpg,0
0,20
1,0
2,244
ukbench00054.jpg,0
0,88
1,4
2,234
ukbench00055.jpg,0
0,53
1,5
2,252
ukbench00056.jpg,0
0,73
1,4
2,239
ukbench00057.jpg,0
0,74
1,1
2,164
ukbench00058.jpg,0
0,150
1,22
2,252
ukbench00059.jpg,0
0,24
1,1
2,251
ukbench00060.jpg,0
0,98
1,12
2,179
ukbench00061.jpg,0
0,23
1,2
2,244
ukbench00062.jpg,0
0,66
1,2
2,196
ukbench00063.jpg,0
0,68
1,2
2,202
ukbench00064.jpg,0
0,40
1,3
2,215
ukbench00065.jpg,0
0,12
1,5
2,181
ukbench00066.jpg,0
0,16
1,1
2,245
ukbench00067.jpg,0
0,23
1,0
2,231
ukbench00068.jpg,0
0,42
1,10
2,219
ukbench00069.jpg,0
0,74
1,10
2,216
ukbench00070.jpg,0
0,77
1,8
2,207
ukbench00071.jpg,0
0,58
1,2
2,218
ukbench00072.jpg,0
0,79
1,24
2,214
ukbench00073.jpg,0
0,52
1,13
2,209
ukbench00074.jpg,0
0,91
1,10
2,209
ukbench00075.jpg,0
0,43
1,7
2,229
ukbench00076.jpg,0
0,11
1,30
2,218
ukbench00077.jpg,0
0,18
1,7
2,238
ukbench00078.jpg,0
0,11
1,20
2,226
ukbench00079.jpg,0
0,15
1,1
2,251
ukbench00080.jpg,0
0,30
1,2
2,248
ukbench00081.jpg,0
0,14
1,36
2,213
ukbench00082.jpg,0
0,113
1,6
2,209
ukbench00083.jpg,0
0,151
1,1
2,249
ukbench00084.jpg,0
0,57
1,1
2,226
ukbench00085.jpg,0
0,101
1,23
2,185
ukbench00086.jpg,0
0,50
1,2
2,201
ukbench00087.jpg,0
0,27
1,4
2,179
ukbench00088.jpg,0
0,127
1,29
2,169
ukbench00089.jpg,0
0,18
1,3
2,244
ukbench00090.jpg,0
0,70
1,1
2,199
ukbench00091.jpg,0
0,11
1,21
2,217
ukbench00092.jpg,0
0,91
1,0
2,231
ukbench00093.jpg,0
0,90
1,4
2,205
ukbench00094.jpg,0
0,26
1,5
2,200
ukbench00095.jpg,0
0,96
1,13
2,206
ukbench00096.jpg,0
0,20
1,1
2,246
ukbench00097.jpg,0
0,11
1,10
2,135
ukbench00098.jpg,0
0,108
1,6
2,202
ukbench00099.jpg,0
0,56
1,12
2,223
ukbench00100.jpg,0
0,15
1,36
2,249
ukbench00101.jpg,0
0,154
1,4
2,156
ukbench00102.jpg,0
0,83
1,5
2,207
ukbench00103.jpg,0
0,19
1,4
2,225
ukbench00104.jpg,0
0,74
1,5
2,219
ukbench00105.jpg,0
0,89
1,6
2,214
ukbench00106.jpg,0
0,135
1,2
2,121
ukbench00107.jpg,0
0,33
1,2
2,243
ukbench00108.jpg,0
0,13
1,0
2,238
ukbench00109.jpg,0
0,11
1,2
2,209
ukbench00110.jpg,0
0,49
1,21
2,219
ukbench00111.jpg,0
0,74
1,6
2,196
ukbench00112.jpg,0
0,80
1,3
2,206
ukbench00113.jpg,0
0,59
1,4
2,237
ukbench00114.jpg,0
0,16
1,6
2,213
ukbench00115.jpg,0
0,47
1,11
2,224
ukbench00116.jpg,0
0,110
1,5
2,225
ukbench00117.jpg,0
0,64
1,7
2,213
ukbench00118.jpg,0
0,61
1,6
2,228
ukbench00119.jpg,0
0,61
1,1
2,209
ukbench00120.jpg,0
0,113
1,10
2,200
ukbench00121.jpg,0
0,30
1,7
2,232
ukbench00122.jpg,0
0,59
1,9
2,225
ukbench00123.jpg,0
0,57
1,4
2,236
ukbench00124.jpg,0
0,58
1,2
2,208
ukbench00125.jpg,0
0,12
1,4
2,250
ukbench00126.jpg,0
0,16
1,32
2,244
ukbench00127.jpg,0
0,15
1,5
2,212
ukbench00128.jpg,0
0,8
1,3
2,227
ukbench00129.jpg,0
0,98
1,0
2,250
ukbench00130.jpg,0
0,77
1,7
2,238
ukbench00131.jpg,0
0,25
1,1
2,194
ukbench00132.jpg,0
0,115
1,30
2,214
ukbench00133.jpg,0
0,106
1,16
2,217
ukbench00134.jpg,0
0,90
1,4
2,191
ukbench00135.jpg,0
0,130
1,1
2,210
ukbench00136.jpg,0
0,79
1,4
2,233
ukbench00137.jpg,0
0,105
1,21
2,182
ukbench00138.jpg,0
0,32
1,2
2,246
ukbench00139.jpg,0
0,44
1,5
2,136
ukbench00140.jpg,0
0,144
1,20
2,188
ukbench00141.jpg,0
0,11
1,24
2,252
ukbench00142.jpg,0
0,106
1,2
2,165
ukbench00143.jpg,0
0,99
1,3
2,178
ukbench00144.jpg,0
0,96
1,13
2,198
ukbench00145.jpg,0
0,114
1,0
2,249
ukbench00146.jpg,0
0,60
1,4
2,201
ukbench00147.jpg,0
0,59
1,3
2,240
ukbench00148.jpg,0
0,22
1,3
2,176
ukbench00149.jpg,0
0,132
1,25
2,252
ukbench00150.jpg,0
0,93
1,12
2,212
ukbench00151.jpg,0
0,37
1,10
2,226
ukbench00152.jpg,0
0,107
1,3
2,204
ukbench00153.jpg,0
0,128
1,16
2,216
ukbench00154.jpg,0
0,120
1,2
2,168
ukbench00155.jpg,0
0,12
1,21
2,253
ukbench00156.jpg,0
0,112
1,4
2,143
ukbench00157.jpg,0
0,29
1,1
2,242
ukbench00158.jpg,0
0,106
1,4
2,238
ukbench00159.jpg,0
0,86
1,8
2,236
ukbench00160.jpg,0
0,75
1,4
2,248
ukbench00161.jpg,0
0,70
1,9
2,233
ukbench00162.jpg,0
0,70
1,13
2,202
ukbench00163.jpg,0
0,22
1,7
2,201
ukbench00164.jpg,0
0,118
1,9
2,175
ukbench00165.jpg,0
0,175
1,11
2,92
ukbench00166.jpg,0
0,192
1,3
2,109
ukbench00167.jpg,0
0,22
1,11
2,167
ukbench00168.jpg,0
0,100
1,2
2,133
ukbench00169.jpg,0
0,126
1,0
2,251
ukbench00170.jpg,0
0,25
1,2
2,243
ukbench00171.jpg,0
0,28
1,1
2,236
ukbench00172.jpg,0
0,117
1,10
2,223
ukbench00173.jpg,0
0,30
1,2
2,249
ukbench00174.jpg,0
0,39
1,1
2,210
ukbench00175.jpg,0
0,8
1,2
2,246
ukbench00176.jpg,0
0,122
1,6
2,173
ukbench00177.jpg,0
0,29
1,4
2,250
ukbench00178.jpg,0
0,52
1,5
2,204
ukbench00179.jpg,0
0,18
1,14
2,224
ukbench00180.jpg,0
0,18
1,1
2,253
ukbench00181.jpg,0
0,79
1,34
2,201
ukbench00182.jpg,0
0,15
1,1
2,250
ukbench00183.jpg,0
0,80
1,4
2,179
ukbench00184.jpg,0
0,21
1,2
2,249
ukbench00185.jpg,0
0,132
1,3
2,163
ukbench00186.jpg,0
0,101
1,1
2,225
ukbench00187.jpg,0
0,109
1,8
2,215
ukbench00188.jpg,0
0,142
1,27
2,157
ukbench00189.jpg,0
0,33
1,1
2,238
ukbench00190.jpg,0
0,24
1,17
2,227
ukbench00191.jpg,0
0,118
1,14
2,200
ukbench00192.jpg,0
0,106
1,7
2,189
ukbench00193.jpg,0
0,28
1,2
2,249
ukbench00194.jpg,0
0,104
1,11
2,184
ukbench00195.jpg,0
0,159
1,24
2,127
ukbench00196.jpg,0
0,98
1,0
2,252
ukbench00197.jpg,0
0,73
1,2
2,219
ukbench00198.jpg,0
0,37
1,22
2,245
ukbench00199.jpg,0
0,109
1,0
2,249
ukbench00200.jpg,0
0,19
1,19
2,213
ukbench00201.jpg,0
0,26
1,2
2,245
ukbench00202.jpg,0
0,12
1,1
2,231
ukbench00203.jpg,0
0,124
1,4
2,169
ukbench00204.jpg,0
0,98
1,5
2,210
ukbench00205.jpg,0
0,92
1,5
2,169
ukbench00206.jpg,0
0,158
1,26
2,252
ukbench00207.jpg,0
0,106
1,2
2,177
ukbench00208.jpg,0
0,149
1,1
2,208
ukbench00209.jpg,0
0,113
1,16
2,182
ukbench00210.jpg,0
0,43
1,3
2,230
ukbench00211.jpg,0
0,72
1,12
2,201
ukbench00212.jpg,0
0,125
1,5
2,154
ukbench00213.jpg,0
0,87
1,9
2,202
ukbench00214.jpg,0
0,35
1,2
2,206
ukbench00215.jpg,0
0,88
1,5
2,233
ukbench00216.jpg,0
0,84
1,6
2,229
ukbench00217.jpg,0
0,106
1,4
2,182
ukbench00218.jpg,0
0,115
1,15
2,254
ukbench00219.jpg,0
0,92
1,5
2,188
ukbench00220.jpg,0
0,0
1,0
2,219
ukbench00221.jpg,0
0,75
1,10
2,245
ukbench00222.jpg,0
0,117
1,21
2,210
ukbench00223.jpg,0
0,150
1,14
2,251
ukbench00224.jpg,0
0,14
1,9
2,243
ukbench00225.jpg,0
0,17
1,10
2,203
ukbench00226.jpg,0
0,24
1,0
2,218
ukbench00227.jpg,0
0,27
1,3
2,246
ukbench00228.jpg,0
0,99
1,3
2,232
ukbench00229.jpg,0
0,102
1,2
2,205
ukbench00230.jpg,0
0,14
1,23
2,209
ukbench00231.jpg,0
0,94
1,8
2,174
ukbench00232.jpg,0
0,78
1,16
2,241
ukbench00233.jpg,0
0,102
1,5
2,223
ukbench00234.jpg,0
0,67
1,2
2,194
ukbench00235.jpg,0
0,13
1,2
2,222
ukbench00236.jpg,0
0,230
1,4
2,99
ukbench00237.jpg,0
0,148
1,1
2,169
ukbench00238.jpg,0
0,101
1,1
2,230
ukbench00239.jpg,0
0,88
1,3
2,184
ukbench00240.jpg,0
0,82
1,6
2,201
ukbench00241.jpg,0
0,17
1,2
2,203
ukbench00242.jpg,0
0,3
1,0
2,111
ukbench00243.jpg,0
0,30
1,2
2,246
ukbench00244.jpg,0
0,18
1,1
2,250
ukbench00245.jpg,0
0,127
1,8
2,139
ukbench00246.jpg,0
0,161
1,1
2,237
ukbench00247.jpg,0
0,0
1,0
2,250
ukbench00248.jpg,0
0,131
1,10
2,164
ukbench00249.jpg,0
0,16
1,4
2,247
ukbench00250.jpg,0
0,79
1,5
2,181
ukbench00251.jpg,0
0,14
1,3
2,197
ukbench00252.jpg,0
0,11
1,24
2,252
ukbench00253.jpg,0
0,24
1,5
2,249
ukbench00254.jpg,0
0,28
1,12
2,241
ukbench00255.jpg,0
0,18
1,2
2,252
ukbench00256.jpg,0
0,18
1,1
2,251
ukbench00257.jpg,0
0,78
1,4
2,199
ukbench00258.jpg,0
0,36
1,1
2,202
ukbench00259.jpg,0
0,58
1,4
2,206
ukbench00260.jpg,0
0,29
1,0
2,214
ukbench00261.jpg,0
0,121
1,13
2,155
ukbench00262.jpg,0
0,160
1,3
2,150
ukbench00263.jpg,0
0,122
1,0
2,246
ukbench00264.jpg,0
0,139
1,7
2,132
ukbench00265.jpg,0
0,32
1,3
2,226
ukbench00266.jpg,0
0,114
1,5
2,212
ukbench00267.jpg,0
0,25
1,1
2,244
ukbench00268.jpg,0
0,33
1,5
2,242
ukbench00269.jpg,0
0,47
1,0
2,240
ukbench00270.jpg,0
0,118
1,19
2,134
ukbench00271.jpg,0
0,110
1,3
2,171
ukbench00272.jpg,0
0,52
1,4
2,184
ukbench00273.jpg,0
0,49
1,7
2,238
ukbench00274.jpg,0
0,175
1,41
2,190
ukbench00275.jpg,0
0,68
1,5
2,235
ukbench00276.jpg,0
0,110
1,5
2,175
ukbench00277.jpg,0
0,22
1,0
2,158
ukbench00278.jpg,0
0,81
1,10
2,229
ukbench00279.jpg,0
0,138
1,15
2,177
ukbench00280.jpg,0
0,163
1,34
2,220
ukbench00281.jpg,0
0,29
1,1
2,249
ukbench00282.jpg,0
0,85
1,8
2,223
ukbench00283.jpg,0
0,84
1,7
2,225
ukbench00284.jpg,0
0,11
1,12
2,254
ukbench00285.jpg,0
0,45
1,0
2,240
ukbench00286.jpg,0
0,126
1,14
2,238
ukbench00287.jpg,0
0,145
1,5
2,225
ukbench00288.jpg,0
0,59
1,4
2,229
ukbench00289.jpg,0
0,74
1,8
2,212
ukbench00290.jpg,0
0,51
1,3
2,235
ukbench00291.jpg,0
0,53
1,3
2,226
ukbench00292.jpg,0
0,197
1,2
2,120
ukbench00293.jpg,0
0,99
1,5
2,168
ukbench00294.jpg,0
0,26
1,5
2,241
ukbench00295.jpg,0
0,209
1,19
2,244
ukbench00296.jpg,0
0,66
1,10
2,211
ukbench00297.jpg,0
0,30
1,4
2,188
ukbench00298.jpg,0
0,12
1,9
2,236
ukbench00299.jpg,0
0,146
1,5
2,202
ukbench00300.jpg,0
0,74
1,15
2,201
ukbench00301.jpg,0
0,26
1,9
2,183
ukbench00302.jpg,0
0,111
1,6
2,168
ukbench00303.jpg,0
0,53
1,0
2,227
ukbench00304.jpg,0
0,105
1,13
2,225
ukbench00305.jpg,0
0,80
1,6
2,214
ukbench00306.jpg,0
0,77
1,1
2,231
ukbench00307.jpg,0
0,104
1,33
2,220
ukbench00308.jpg,0
0,106
1,5
2,242
ukbench00309.jpg,0
0,88
1,10
2,244
ukbench00310.jpg,0
0,105
1,14
2,228
ukbench00311.jpg,0
0,64
1,3
2,177
ukbench00312.jpg,0
0,41
1,10
2,237
ukbench00313.jpg,0
0,50
1,24
2,235
ukbench00314.jpg,0
0,89
1,13
2,252
ukbench00315.jpg,0
0,125
1,20
2,251
ukbench00316.jpg,0
0,68
1,1
2,194
ukbench00317.jpg,0
0,71
1,3
2,186
ukbench00318.jpg,0
0,84
1,4
2,199
ukbench00319.jpg,0
0,73
1,3
2,242
ukbench00320.jpg,0
0,76
1,3
2,239
ukbench00321.jpg,0
0,89
1,1
2,210
ukbench00322.jpg,0
0,114
1,10
2,207
ukbench00323.jpg,0
0,49
1,4
2,245
ukbench00324.jpg,0
0,95
1,11
2,233
ukbench00325.jpg,0
0,16
1,2
2,246
ukbench00326.jpg,0
0,147
1,2
2,234
ukbench00327.jpg,0
0,44
1,17
2,226
ukbench00328.jpg,0
0,19
1,2
2,206
ukbench00329.jpg,0
0,94
1,7
2,254
ukbench00330.jpg,0
0,50
1,5
2,226
ukbench00331.jpg,0
0,29
1,2
2,224
ukbench00332.jpg,0
0,59
1,2
2,203
ukbench00333.jpg,0
0,37
1,2
2,238
ukbench00334.jpg,0
0,40
1,7
2,232
ukbench00335.jpg,0
0,37
1,38
2,211
ukbench00336.jpg,0
0,149
1,22
2,129
ukbench00337.jpg,0
0,19
1,7
2,224
ukbench00338.jpg,0
0,97
1,12
2,135
ukbench00339.jpg,0
0,27
1,3
2,239
ukbench00340.jpg,0
0,43
1,5
2,240
ukbench00341.jpg,0
0,97
1,14
2,202
ukbench00342.jpg,0
0,62
1,3
2,193
ukbench00343.jpg,0
0,67
1,1
2,231
ukbench00344.jpg,0
0,25
1,13
2,226
ukbench00345.jpg,0
0,85
1,7
2,199
ukbench00346.jpg,0
0,42
1,2
2,241
ukbench00347.jpg,0
0,61
1,21
2,213
ukbench00348.jpg,0
0,15
1,0
2,241
ukbench00349.jpg,0
0,147
1,1
2,249
ukbench00350.jpg,0
0,109
1,0
2,209
ukbench00351.jpg,0
0,26
1,12
2,192
ukbench00352.jpg,0
0,14
1,34
2,250
ukbench00353.jpg,0
0,30
1,3
2,245
